sample id,signal strength,attention,meditation,delta,theta,low alpha,high alpha,low beta,high beta,low gamma,high gamma
96,0,54,48,96446,15518,5120,3541,1873,1280,313,592
97,0,53,44,2388,4284,871,3014,3608,1818,1934,1565
98,0,53,61,7765,7107,17316,4145,3969,3107,1718,891
99,0,37,63,253425,58760,37335,9308,2017,3185,1402,374
100,0,43,60,22821,25602,7825,2598,6216,4660,1981,3477
101,0,29,53,202783,105029,7308,14778,13850,5798,3019,1049
102,0,30,40,14939,19019,3023,7924,10465,4328,1207,1281
103,0,43,41,6672,10859,10750,8472,5835,4222,1109,1321
104,0,37,40,64000,15958,1620,2350,2172,921,149,119
105,0,41,53,143958,3688,6811,977,3822,1060,565,246
106,0,43,61,17624,4575,5335,6337,5477,2997,1467,830
107,0,34,57,157549,25504,7961,14595,6726,1787,1686,845
108,0,35,56,26828,53774,7037,3971,2135,4529,3734,5010
109,0,34,50,62735,32242,11211,4936,7588,3737,2084,810
110,0,17,56,296363,29836,60974,12792,3043,2593,1441,667
111,0,17,56,58235,17680,7792,5247,3076,1140,245,384
112,0,20,63,19648,115156,31829,29412,13480,13158,2430,864
113,0,14,78,25411,19254,49083,28680,8288,4042,1640,1018
114,0,21,63,3972,30016,11023,1645,4807,2882,810,1756
115,0,23,77,2801,13832,36731,63831,8815,4349,4280,741
116,0,20,77,122925,14927,3432,3372,1511,1035,610,195
117,0,29,70,3097,5265,2084,19431,6242,4501,1784,1163
118,0,24,81,8500,38355,18112,35206,5828,3065,970,1628
119,0,26,75,7184,9817,31931,11871,14648,3007,2590,2121
120,0,35,80,19383,14296,10000,10400,5669,4731,1751,2704
121,0,34,74,11045,23235,13395,8526,11527,4656,2087,2134
122,0,29,69,141553,40962,24348,6814,3381,1477,558,745
123,0,40,56,35725,23735,7199,4232,4931,7490,1374,1550
124,0,38,61,2392,5708,10687,5781,5083,2529,1318,629
125,0,37,63,56096,31639,16716,9913,4716,4253,3036,1079
126,0,50,63,19024,25344,15861,11385,8792,6528,2856,1798
127,0,40,63,375767,24621,4121,5600,3298,1843,336,433
128,0,40,50,13110,14395,5184,3611,16163,2702,2079,765
129,0,44,43,96120,54184,13607,10413,12851,11422,1763,1615
130,0,43,41,169356,18501,4393,6939,2432,2902,567,1352
131,0,50,44,54302,24835,11282,10571,10076,5936,2185,1519
132,0,44,53,8917,47463,20777,13187,4626,4596,1963,547
133,0,27,56,43481,25009,11543,4445,5908,910,925,779
134,0,27,48,17857,16173,2478,2470,9422,1709,2051,1950
135,0,10,54,68069,26895,39205,5529,3040,1012,717,365
136,0,14,64,5989,9632,30496,14042,5087,5627,1341,2344
137,0,26,54,87020,13532,1024,1891,2961,1734,616,405
138,0,27,74,11099,5266,13646,11194,7779,3205,3930,1854
139,0,38,69,51790,7004,6738,1709,2070,873,1049,283
140,0,34,70,26802,29428,83368,7442,4974,5514,1458,2522
141,0,29,83,31798,31786,24534,24250,19231,5832,1079,670
142,0,34,80,8272,11475,10125,10273,1770,5175,1437,3692
143,0,41,75,3202,23551,5920,7409,2747,5989,3573,1328
144,0,43,53,91600,19602,1869,1411,2032,1214,669,721
145,0,38,47,153115,38209,14184,2540,5349,1855,221,690
146,0,23,47,377794,230517,300691,15808,34541,15706,26704,25607
147,0,13,50,108217,17456,10342,3514,2855,1517,455,364
148,0,11,67,69159,32257,11620,47779,8104,4007,5224,2363
149,0,20,70,113163,25323,21159,3858,9784,4039,1871,1931
150,0,24,67,98595,47152,24929,17360,7539,5222,2022,2249
151,0,23,61,834181,121194,12270,29473,45916,4847,3612,3293
152,0,24,47,168052,36379,3858,5851,5029,2342,426,572
153,0,24,53,5638,6280,16442,670,4931,1835,1480,1197
154,0,20,37,47605,68088,2719,3464,3507,2578,1431,800
155,0,23,47,183127,41795,41152,12653,9311,4718,2394,1226
156,0,26,51,27704,39451,10665,8317,7839,5003,1928,929
157,0,23,48,194149,1189,965,1354,1063,171,162,236
158,0,30,60,18177,15309,5465,2765,7184,2262,1157,772
159,0,34,60,22482,42264,53397,11336,12786,7061,3408,1924
160,0,27,66,66062,49495,46666,11503,10606,4883,1896,1523
161,0,38,61,25180,23319,4990,12320,3691,6947,1654,3229
162,0,35,56,77976,51351,7950,4358,8709,3972,1872,942
163,0,37,53,199642,59283,31036,23471,15827,7933,1546,1779
164,0,23,41,155991,39823,7160,1999,1589,361,603,345
165,0,17,44,28825,41966,25323,9692,6611,7199,2684,1567
166,0,21,50,29665,19645,12203,2429,11101,3247,1749,4663
167,0,13,50,113129,27745,12899,8218,3117,1095,163,352
168,0,30,57,133234,44341,21225,13289,8725,6122,3984,2659
169,0,24,48,43404,95722,3719,20264,13835,5210,1918,2164
170,0,24,48,378167,31955,11188,6853,8410,3690,1077,1125
171,0,37,44,21758,41748,13138,13159,9988,7536,2232,1198
172,0,40,43,20077,33440,16508,3856,5605,6453,2512,2907
173,0,43,56,19568,13696,16385,20398,13405,3646,1659,2002
174,0,47,54,96816,29540,11017,1737,5733,4291,308,695
175,0,44,60,21188,24982,18208,16394,13100,4836,2091,1204
176,0,51,57,35946,35533,14252,15191,21452,17751,1555,2532
177,0,41,53,417207,36637,12066,6631,2002,1244,1073,432
178,0,50,60,17352,4382,1054,9843,3170,4270,856,1583
179,0,56,50,3110,20389,1685,4010,1828,3875,2330,1485
180,0,37,50,211991,45267,15454,4970,9808,1852,345,450
181,0,48,54,3135,24833,26897,17571,10050,6014,912,2252
182,0,35,56,9435,31304,66597,12837,28119,6677,609,1797
183,0,35,61,10714,41153,7973,18846,8441,11626,5017,2346
184,0,43,60,196078,17885,1283,4107,2080,1561,1069,1480
185,0,50,51,88981,17036,5153,5529,6000,5317,7344,2249
186,0,48,54,162204,44602,109767,1407,12205,9035,2270,5946
187,0,41,57,36590,48091,24045,15161,5268,6491,2329,2610
188,0,38,57,31177,59600,12190,4750,6556,3070,2669,2087
189,0,29,57,304190,16302,6798,1094,1833,1582,416,333
190,0,27,60,28119,17595,16375,20852,3249,2694,2074,1150
191,0,23,60,12741,14164,7067,9751,7272,1302,1590,1105
192,0,40,70,113489,11647,30121,3127,5678,13443,1930,1072
193,0,44,70,5603,15774,4055,7464,6001,3281,1852,1101
194,0,60,69,10306,880,5876,9286,3280,5612,1081,1829
195,0,74,67,6573,8748,7303,3609,2501,4139,1696,1099
196,0,69,67,7336,7376,12967,2038,2495,4080,2009,1784
197,0,60,74,30218,34546,27146,14770,14067,2613,2066,1738
198,0,44,70,30484,9067,14380,1325,2753,1257,914,260
199,0,35,61,20873,83871,7302,11719,14425,6727,841,1491
200,0,24,61,217965,74707,91617,9725,20106,9611,2054,1130
201,0,35,66,64708,9309,30050,3902,7116,5128,3770,1264
202,0,29,57,51642,20036,4323,6690,3789,833,920,467
203,0,34,69,25356,37153,38919,8031,16731,7326,2401,1456
204,0,30,54,32053,68834,9530,2929,4128,3813,2573,2135
205,0,27,44,35071,22461,5703,7723,3058,3162,986,1700
206,0,40,43,4883,18229,3491,7411,5569,3266,1855,1931
207,0,35,27,56738,21583,2143,1257,4028,1153,411,543
208,0,34,35,29194,42432,9181,7956,5697,2506,1979,2939
209,0,30,35,257492,59246,34679,4909,9852,7668,1183,1065
210,0,26,41,32858,25264,23751,5542,7383,2567,1555,1478
211,0,27,60,2683,15219,13505,13197,4053,2834,2585,1228
212,0,27,67,21425,42023,26364,27296,9540,3697,3103,1436
213,0,26,83,30117,8151,54130,6161,7076,4160,2246,1387
214,0,34,81,21827,25055,18000,6436,4995,6102,1400,3227
215,0,27,67,208170,52415,9228,8018,9135,2105,693,552
216,0,40,63,26986,16173,7834,4776,4876,5317,2168,2536
217,0,27,53,38573,27607,25302,2902,2575,880,478,587
218,0,17,41,198732,102739,11952,7674,12037,3867,1845,2099
219,0,35,40,41966,14784,2070,3424,3496,4464,1878,1275
220,0,26,48,9778,10552,23999,4397,5587,2750,2029,1488
221,0,43,48,6607,21704,29644,5122,13060,7158,699,1018
222,0,60,54,8378,25896,9018,5332,4871,8499,2076,1625
223,0,48,63,204351,4984,1476,2370,624,571,163,113
224,0,53,44,14280,30395,3756,1254,5152,4269,3318,920
225,0,51,34,97650,39420,4790,7240,14681,4121,1988,1180
226,0,40,44,16476,19834,46014,14544,7748,4890,1545,1579
227,0,43,43,17557,44706,19464,7326,7701,6081,1899,2452
228,0,40,50,62045,51543,8466,14767,14179,6462,3302,1533
229,0,35,51,1061183,271546,60179,10943,10133,17536,4549,4822
230,0,29,47,60581,83975,75908,28060,6925,6147,4042,1429
231,0,21,41,358669,148501,16911,23928,6536,5634,3029,1879
232,0,23,43,131767,79273,14657,21571,6698,10547,4404,1483
233,0,11,54,36727,76907,66714,22360,5589,2504,1608,2160
234,0,29,44,12994,19128,5517,5114,5074,8810,2722,4625
235,0,37,41,1484260,164020,13947,18317,15708,14005,3067,1122
236,0,50,43,108137,3191,1781,2082,2793,3310,1202,442
237,0,61,41,18104,27561,36778,3122,10453,3916,3548,736
238,0,53,51,19698,23818,23571,13270,3107,6656,2953,740
239,0,50,51,297992,35680,3512,3489,6813,1803,1033,351
240,0,35,54,45208,48237,31443,2281,4873,6260,4534,1727
241,0,34,50,259243,12705,1230,7222,4547,1131,555,472
242,0,30,40,2826,27415,4264,6612,5053,3470,3895,1840
243,0,41,48,248656,69296,29646,11381,8769,15952,2747,2942
244,0,48,44,30403,34286,17914,2078,9562,9350,2866,1739
245,0,48,47,82443,24416,19249,1670,4459,2276,561,441
246,0,48,57,12799,20465,6362,28056,2616,4330,2256,1608
247,0,50,50,42129,13998,1311,5312,15520,4383,2980,2782
248,0,24,48,276221,128458,14279,27004,2388,1250,1397,2270
249,0,29,47,45458,10811,6106,1989,2219,1776,626,267
250,0,35,41,15004,22768,19249,3350,8780,7506,4193,795
251,0,38,44,8515,10968,2559,2283,859,4925,1919,1126
252,0,66,40,190388,42592,8642,3431,6597,16545,1655,1551
253,0,77,27,28797,21043,828,3073,3953,7037,1110,1160
254,0,69,34,17936,27699,46414,10437,14933,7042,5394,1355
255,0,61,48,5581,7820,27724,7173,6272,3645,1881,996
256,0,43,51,271808,23251,3266,2999,2929,943,339,427
257,0,29,63,59377,51830,34034,6579,7164,4213,1788,1646
258,0,29,53,16445,48447,2787,16456,6914,6092,1651,2370
259,0,23,37,306822,120173,18375,12414,9470,5785,6792,1164
260,0,30,41,41329,51990,6089,29905,6125,8130,3717,6925
261,0,26,37,564393,161262,30490,22934,8923,5643,3083,1247
262,0,40,37,16307,9030,2114,3470,3475,5678,4146,2016
263,0,47,35,66040,75853,7183,10971,22585,8174,3984,2235
264,0,47,35,41379,24400,3380,13568,5453,4531,2461,919
265,0,50,38,90870,26442,11499,5846,4355,1661,1089,1033
266,0,34,38,86344,76511,9190,18372,9387,5067,4084,4423
267,0,29,48,106393,13848,7023,1253,1360,1382,429,604
268,0,30,54,166183,23380,38498,10956,11146,7772,5516,2136
269,0,26,44,303136,120564,7754,17940,13083,3093,2457,2201
270,0,23,54,103959,17676,15650,4469,3091,1226,1623,340
271,0,27,48,28254,37171,5289,5045,6112,4902,2384,1722
272,0,21,44,148466,60517,45524,16161,18720,6633,3709,1469
273,0,29,57,18540,74093,47129,32895,8283,8238,3692,2305
274,0,29,57,135766,69674,65896,8331,9696,4557,1449,1744
275,0,26,80,365647,9173,90283,11829,11431,9070,2174,1081
276,0,34,80,19802,17640,17374,5602,7749,4196,2432,2152
277,0,34,67,67674,38615,5172,4064,2518,2662,310,326
278,0,43,60,28844,33756,9641,4347,10243,5921,2022,994
279,0,35,35,89830,24497,1694,3296,2712,714,246,231
280,0,41,40,3566,2071,9229,2892,2075,4496,2314,1634
281,0,38,48,135499,70578,50513,13198,19991,5152,3364,1668
282,0,38,54,40722,43430,20808,12557,8150,8555,2214,2521
283,0,41,61,82166,23773,5606,3201,1303,1258,609,682
284,0,35,54,637955,52940,30759,19161,18271,14385,2203,4867
285,0,41,60,23775,55179,36540,77208,16480,12339,5917,4690
286,0,38,63,42259,7395,6653,2120,1356,1382,363,714
287,0,48,63,7298,33637,10838,2650,996,5791,2503,1464
288,0,40,63,5537,23054,13312,8078,7021,1955,2476,634
289,0,30,54,167544,106512,28526,22052,3183,4590,2345,2473
290,0,35,53,42054,28443,4984,25306,8176,6657,1455,1988
291,0,34,61,6477,13194,11135,9441,2204,4072,1957,5936
292,0,29,56,113315,26179,6805,3768,4461,1025,593,501
293,0,47,54,19356,14420,5684,7608,8510,6939,1440,4207
294,0,40,60,64285,9047,15325,1335,3650,1263,1560,1233
295,0,35,48,192010,56337,3097,16950,19068,4526,7482,6069
296,0,43,54,34671,38930,10147,34202,11728,7714,7711,10505
297,0,23,56,387462,37640,13861,7393,3040,1136,972,735
298,0,24,56,222696,21211,22455,8471,2296,3001,1703,1092
299,0,21,61,50118,87157,36633,15708,8556,5360,2700,2778
300,0,20,53,52434,51876,10979,6418,8463,5759,1308,1160
301,0,17,53,1059984,151701,74591,3063,2940,3315,2761,1200
302,0,21,56,53407,20438,55664,7039,3621,6779,2187,3249
303,0,24,69,480433,10226,23976,30319,7514,4524,2053,1884
304,0,27,77,9684,12944,6051,8167,8632,3292,1522,1861
305,0,48,81,10945,4914,9259,7875,7725,4046,3332,2253
306,0,48,75,235417,7263,7245,2750,2861,1316,1042,612
307,0,51,63,10605,25216,11215,7214,2832,4343,2489,1027
308,0,40,57,258966,50108,12207,4354,5704,1957,732,498
309,0,29,47,82747,32702,6468,3514,2344,1964,1056,513
310,0,40,41,6982,10752,10121,727,6122,6550,2316,1229
311,0,43,38,274585,24383,6728,6235,5823,5791,1807,1719
312,0,66,44,8199,4472,9643,5488,5614,10472,2054,1852
313,0,75,50,2986,10252,6142,1912,6413,2904,1329,1422
314,0,74,54,73056,2214,2529,1314,1297,1379,181,283
315,0,77,66,5648,2210,3995,14245,5157,3964,2519,2699
316,0,57,57,262810,20038,4184,2225,933,1522,383,233
317,0,57,74,3491,7499,42244,6745,2412,8400,1005,1135
318,0,53,67,1906,20633,8170,5201,7639,4174,2019,988
319,0,40,56,89215,24738,6421,3323,1659,1050,378,341
320,0,40,54,73546,18478,4444,1092,2419,1570,393,226
321,0,48,37,8383,5522,3517,797,7986,4033,5279,3215
322,0,48,29,16955,22581,2885,3415,5533,4367,3316,1630
323,0,74,24,18170,4303,282,1965,4389,4440,960,899
324,0,66,27,74890,33517,10924,4557,1893,1477,798,309
325,0,64,35,3849,10184,7730,4457,5537,6296,1568,1452
326,0,53,29,35024,20404,1026,1509,2477,727,706,745
327,0,35,41,10706,35803,18650,23568,14569,5389,1940,5305
328,0,48,38,5685,23661,1652,7716,5386,7671,2359,1670
329,0,35,38,19564,45382,16186,13525,8732,3816,1961,4828
330,0,47,56,21487,20136,14908,15245,2907,7516,1815,1449
331,0,56,53,5815,8779,7503,2272,2855,4553,2076,1189
332,0,48,53,82254,14973,3009,2252,2625,1316,897,425
333,0,60,47,33544,21054,4682,3725,12780,7565,3453,2092
334,0,48,29,191001,14210,510,1164,423,454,121,93
335,0,48,29,46357,23652,7405,17347,4019,12141,1678,1852
336,0,47,35,46817,57051,24321,9020,6374,4345,1774,2201
337,0,44,47,7524,6773,10154,11729,8488,5725,1659,1337
338,0,56,50,77495,14991,2148,1638,3867,2327,697,557
339,0,38,48,162246,133742,45816,28969,10626,5722,1718,2920
340,0,35,63,30265,16992,76418,7402,7385,3312,3708,3488
341,0,27,50,282184,33716,3359,4606,1823,3521,1583,2130
342,0,21,51,423613,60899,5323,9075,6326,4410,1827,1168
343,0,29,51,103747,64696,19034,15845,8818,7714,5042,1178
344,0,43,41,12386,13716,15794,4174,7122,5581,1330,1596
345,0,30,50,97021,32340,19009,2117,1686,1050,481,711
346,0,37,48,98486,63437,2698,11410,7931,8548,6071,1463
347,0,38,48,43341,37533,5255,21916,6675,6601,4533,6942
348,0,30,43,181306,74967,24490,9099,6379,6379,2592,753
349,0,44,48,18180,10617,17436,3166,4872,3970,2530,1170
350,0,44,61,16639,37736,23142,17861,5520,8422,1176,3300
351,0,51,67,5627,3589,9064,3429,3101,3535,3572,1884
352,0,51,57,4103,23112,2788,2238,8247,1915,1695,1598
353,0,50,47,150528,45904,11246,5020,10734,5697,2390,2196
354,0,34,35,370753,35991,3694,2694,1571,615,725,392
355,0,16,23,102639,23126,4856,2835,2119,815,727,597
356,0,14,30,81371,115950,41232,9053,9265,8360,2983,5156
357,0,17,37,47163,25350,10105,6008,3028,5345,1241,2200
358,0,40,47,17641,20416,6653,13952,3660,9408,1153,2405
359,0,47,51,25747,23480,8800,7321,2011,2490,1341,1519
360,0,51,57,8208,20596,15380,10311,4788,4189,1645,2370
361,0,43,64,179132,52743,41566,27687,15306,5515,1964,2202
362,0,43,60,9487,9988,4823,3157,7123,4260,2544,1939
363,0,60,61,23889,4558,6264,5554,5738,7580,4032,1456
364,0,69,57,9530,3658,5831,4333,8517,5368,2462,5994
365,0,84,43,12515,11625,945,6068,20799,6483,1929,4446
366,0,78,47,7922,17638,5869,9761,6347,3815,2421,2418
367,0,69,43,3421,18632,10304,3448,13325,4258,654,2479
368,0,48,30,70020,54745,6552,1065,2371,1823,389,832
369,0,27,35,339357,47750,11766,7986,20388,1430,1996,145
370,0,30,30,289922,25802,14782,5104,13337,8073,2032,1377
371,0,21,21,111833,130313,10537,4573,12667,5133,3239,2306
372,0,41,23,145618,38381,6087,6387,19809,17782,16647,14672
373,0,48,20,147530,38982,5160,2701,2825,2599,3916,514
374,0,40,24,110473,22703,19678,7029,9502,2688,2196,3514
375,0,56,40,10123,14363,9807,10932,11384,12253,9611,7166
376,0,47,47,554353,28322,9488,7841,10051,4563,9148,7572
377,0,47,48,1192997,59923,8361,7581,9908,4195,9605,3376
378,0,48,35,173356,23810,3408,2189,3652,1905,915,1119
379,0,29,20,321110,238489,16784,5347,19425,9201,3882,3215
380,0,30,17,45863,65491,10502,17244,9128,10814,1291,1719
381,0,34,24,90914,21806,10878,2325,1342,2191,318,603
382,0,51,30,5144,4601,5409,3246,6117,8720,2766,1831
383,0,57,48,311122,17633,12135,3479,6373,3189,2327,1806
384,0,57,51,4865,18253,3299,10473,8462,3424,1187,2263
385,0,61,50,191101,34390,12599,7823,7356,5904,2137,2768
386,0,48,54,4775,9540,14198,5329,10224,3092,1162,1589
387,0,57,50,2250,8813,398,4601,1206,5059,1589,634
388,0,60,41,5373,26893,924,4366,5131,4265,1462,2413
389,0,63,41,3328,17641,9319,1565,3045,4206,3529,1443
390,0,66,37,8593,14929,7267,4773,6145,4919,2261,1582
391,0,60,40,15835,12048,6785,1673,4816,3235,3685,5001
392,0,64,37,5101,11798,1665,449,6778,3270,2344,3598
393,0,60,38,105437,36686,17806,7335,4952,6444,4522,3111
394,0,51,41,7726,36004,10670,24472,10997,3715,4037,5672
395,0,60,43,8643,6927,5907,3927,2277,7680,1603,1794
396,0,56,61,4722,8361,7946,7313,2548,3263,3268,2294
397,0,60,61,13194,19192,4205,9411,1844,5634,2888,1657
398,0,67,60,9187,36263,3054,29741,6783,11139,3334,1673
399,0,53,64,41615,31571,41671,15588,12185,5415,3482,2195
400,0,51,67,8916,8535,25364,8908,9174,5541,4212,1623
401,0,51,77,4127,6689,22248,8169,9898,6234,1614,1066
402,0,41,66,71656,11242,1312,1845,5660,612,622,678
403,0,51,63,11596,14975,14613,7716,5710,8649,2229,1025
404,0,56,53,17626,14370,4095,8860,6598,5660,4703,1428
405,0,57,54,5844,3432,7999,18536,4168,7113,2136,3209
406,0,67,47,92560,6848,213,471,3401,974,497,365
407,0,57,43,63597,30281,10362,7113,6548,3431,1977,1029
408,0,48,37,281764,99797,8291,13253,6327,6582,1788,3189
409,0,38,17,22906,65327,5463,10791,17663,5352,2319,2078
410,0,38,43,2633,10041,10777,19672,10186,5015,912,4075
411,0,47,43,2896,10063,6254,1840,4002,3354,1557,1840
412,0,48,50,55319,48725,14681,20432,19071,5783,5292,3787
413,0,53,60,128830,21116,14287,6056,3381,5970,3484,4431
414,0,53,53,16949,11570,1911,9720,6903,3104,1759,1797
415,0,53,57,4399,11922,12381,5632,2973,6239,2772,2352
416,0,53,57,80336,6849,2751,1294,649,522,596,404
417,0,53,63,4484,6318,5121,11691,3766,3493,2578,1296
418,0,57,64,14931,9822,8015,3554,3731,5387,1033,2144
419,0,57,64,9989,9876,11649,5651,7643,5944,3263,2923
420,0,50,66,69832,36031,22037,6925,6050,1283,822,283
421,0,50,64,14021,7609,11992,5311,4566,3449,1798,1482
422,0,43,69,85304,21641,10350,22361,4904,5158,1461,3557
423,0,29,64,608315,87840,21592,20722,12826,5775,3651,2512
424,0,34,67,61502,62753,60689,28726,17369,4097,2444,1471
425,0,35,53,6110,20774,3771,1942,5490,4248,2250,2314
426,0,38,37,136891,17581,1322,1491,3627,2841,4516,1156
427,0,51,38,14849,9198,3035,8388,7547,4215,1107,2051
428,0,66,35,12021,9747,5722,7932,5797,4667,1604,3393
429,0,54,51,94755,35793,62605,14245,15244,4004,3730,2044
430,0,43,57,20552,90307,13191,11456,2990,5101,2090,875
431,0,27,51,93640,21494,4052,2124,2684,892,610,743
432,0,23,51,50028,22464,17262,10347,9040,5622,2076,1356
433,0,34,51,60618,18943,35382,11859,6866,9963,2606,2196
434,0,38,60,81052,8583,6217,1671,2184,1353,1304,659
435,0,48,74,13536,13480,29428,9574,6019,5521,4045,1547
436,0,48,81,26128,20780,45451,17226,4065,9597,2456,3910
437,0,47,69,5804,30987,10809,2339,3669,4947,1255,1815
438,0,40,66,74976,23798,6386,5892,2109,969,890,621
439,0,38,54,251959,69251,18999,15283,17030,8473,1739,1788
440,0,35,43,133461,22016,7846,2848,1468,2497,1132,588
441,0,35,44,19569,35705,10751,9789,11709,5729,2695,1494
