sample id,signal strength,attention,meditation,delta,theta,low alpha,high alpha,low beta,high beta,low gamma,high gamma
144,0,27,91,131708,70027,48948,27863,23575,15534,5755,1703
145,0,17,100,102445,42246,41394,36381,2360,6673,2456,6668
146,0,23,91,51630,33284,27037,10517,10833,8963,2596,2276
147,0,35,100,14084,9066,12184,12240,1398,4029,1494,1652
148,0,34,93,569964,64856,8363,21815,11476,7707,4005,3055
149,0,40,77,113447,20249,2443,5926,2576,3801,1125,360
150,0,37,67,27396,41247,7950,16758,28140,5779,3805,2845
151,0,41,60,14015,8407,1165,7932,2911,3596,4337,1733
152,0,48,64,18812,10642,7601,4081,2820,4031,2947,2605
153,0,61,67,16444,5007,4205,4748,4415,10313,4665,3279
154,0,67,81,39392,10919,15131,27688,10851,9615,3263,1503
155,0,57,83,1704012,62991,38157,12241,9344,6153,2161,2288
156,0,60,78,13730,26622,5667,10870,7522,12039,3623,1922
157,0,48,78,168003,33328,10193,11762,2861,8529,3589,1500
158,0,44,75,13439,12952,8297,10283,7256,4010,2765,3358
159,0,56,67,26024,15012,5698,4050,5767,6288,2980,5628
160,0,57,69,5170,10087,2461,6995,2166,5657,5216,1490
161,0,63,74,2488,5244,6944,3152,4237,4469,5931,2218
162,0,61,69,4708,26956,23815,5117,13619,6626,5481,3485
163,0,61,74,12547,11175,3134,5623,2236,4518,2509,2173
164,0,56,80,5063,8255,14762,1277,3058,3695,1251,2539
165,0,56,75,13333,21734,13386,4118,2769,12911,4379,4977
166,0,47,64,275266,34324,3477,6543,8458,1470,1079,880
167,0,51,56,81007,3952,730,1093,1346,2425,846,745
168,0,48,53,162968,29231,28081,2858,9339,5389,825,1249
169,0,43,50,24031,16184,4613,4345,7285,4126,3903,837
170,0,67,50,6808,3205,1445,2298,6489,5746,3538,2308
171,0,47,67,85069,20096,17106,9755,3058,1392,1581,1922
172,0,41,54,1220806,330899,52707,25797,18748,19122,11606,8855
173,0,30,51,222300,32344,6683,3097,6484,2026,691,824
174,0,30,60,15115,3933,5429,2405,1819,9675,3891,1314
175,0,47,54,53231,14052,5347,16599,6583,6583,2118,1644
176,0,48,75,100677,29310,60060,39161,34164,8479,4342,3026
177,0,57,75,141197,34914,5208,9287,14441,7493,3968,4835
178,0,35,77,284181,68887,33020,14588,10955,5352,9505,3071
179,0,30,64,8342,20032,3463,7428,14242,3977,5028,1574
180,0,37,47,263711,102633,13245,17011,16922,18724,3051,1713
181,0,35,47,37578,15804,4443,5658,12309,3091,5934,1460
182,0,48,54,9524,5728,4255,10154,2489,4159,1942,2044
183,0,50,63,484224,14300,6047,6307,3292,3825,1294,1127
184,0,47,75,11784,30993,16715,13321,11694,5994,6122,3966
185,0,37,69,376652,238823,29141,21404,31918,9866,4059,1206
186,0,35,69,23478,12285,13251,14857,4569,7562,3969,1514
187,0,41,63,10212,18107,5559,4692,5828,8551,2955,2261
188,0,51,51,15162,16281,1814,4674,4389,7409,3288,1607
189,0,66,66,21750,13928,14398,2457,3994,6770,2551,1920
190,0,67,50,21911,29654,3943,5840,5366,9571,3769,2778
191,0,57,57,7109,20043,18874,4595,7343,3678,4524,2832
192,0,53,67,6223,12515,5245,7811,3458,4221,1283,1731
193,0,50,74,14699,7788,8857,13846,7087,3975,2618,3192
194,0,35,87,101639,82679,51910,27088,7941,6907,1437,1712
195,0,51,75,9517,8539,1766,3211,3404,9965,3347,2566
196,0,43,75,116913,20469,9962,5070,629,2232,1414,3699
197,0,53,67,14503,6527,7570,3945,6062,8068,1005,3044
198,0,64,64,3655,19105,16919,5762,6560,7920,1925,2915
199,0,60,74,5259,10442,4662,6020,3464,8114,3883,2915
200,0,64,78,24700,23137,8770,26305,4988,6729,2955,2452
201,0,61,84,266936,4822,7960,5168,2158,5009,686,973
202,0,63,90,17200,18496,21088,10833,1664,11418,2517,3565
203,0,57,97,21592,8758,20315,4575,5769,7378,2792,2072
204,0,66,90,4946,4842,2310,3829,4557,4018,2406,1511
205,0,63,90,1886,7046,11134,13092,5315,6141,4778,2216
206,0,61,91,3882,9691,20224,15530,12029,7466,5410,3147
207,0,64,84,16214,9671,9394,13620,15049,11833,4519,2608
208,0,57,93,18512,7868,11594,8507,9669,4946,2912,1853
209,0,48,77,377739,39580,6562,2848,5369,2206,1057,404
210,0,44,63,3574,26739,9789,3261,2520,3789,3000,2020
211,0,35,67,11094,21874,19948,11357,1936,5907,2090,2675
212,0,37,69,7012,8867,4492,16543,4783,6599,4378,3175
213,0,48,83,5917,7578,3855,8821,6534,3897,4927,1710
214,0,57,90,10927,3521,4108,2384,2584,3246,4739,5624
215,0,67,80,16707,9895,9324,3997,11453,8470,4262,1254
216,0,54,74,6258,57345,35098,7896,8000,4059,5787,4438
217,0,43,78,11368,43175,19495,30481,2869,3941,5133,1986
218,0,37,70,28936,27597,12005,1703,1938,6240,2668,1832
219,0,16,69,33208,122947,28830,22617,9396,5443,3470,2610
220,0,20,77,162391,52246,39859,53054,14689,10030,5717,5634
221,0,37,74,80791,3011,7028,3987,7640,4206,1759,548
222,0,38,84,102152,12068,23360,11372,9173,8860,8074,3287
223,0,48,93,278721,68467,58300,23096,19211,15456,2200,4300
224,26,48,93,303007,14384,1957,2271,1715,1165,319,188
225,0,53,87,5125,15105,10764,4481,2882,3852,7037,1394
226,0,56,78,6405,15834,8005,2028,5372,11255,5584,4207
227,0,50,77,249303,31007,27291,21096,5247,7321,5475,3076
228,0,47,74,117492,79372,13433,37944,13135,9354,9677,2594
229,0,41,66,874648,246889,90296,50150,59098,26839,23244,5816
230,0,26,77,170916,73575,45847,39107,33274,10133,3706,1148
231,0,34,64,71967,18710,3547,8440,5890,6363,3612,1679
232,0,38,63,20428,18754,12614,6896,20973,5673,2379,4156
233,0,41,67,66083,51026,34471,33006,32210,11657,4799,2299
234,0,41,57,135342,23933,6363,1482,2714,2345,514,1177
235,0,37,69,439093,54424,71562,42065,13414,16118,8622,2843
236,0,21,63,753856,65617,10477,7766,5581,2300,1681,534
237,0,23,70,12799,17220,34767,21795,5011,10112,3694,3738
238,0,27,87,19036,19637,29564,7517,8225,6932,4306,3610
239,0,24,74,352917,14948,3985,2886,2960,1454,453,944
240,0,38,78,6588,33264,3951,13118,5997,5984,3328,4435
241,0,35,57,57679,70307,11903,13570,20716,7532,3271,990
242,0,23,48,165744,253205,70932,63761,29809,12392,8215,3926
243,0,17,30,1841699,606603,9747,37474,29428,18903,2496,2831
244,0,10,37,264618,40083,19902,8955,6614,3465,2006,822
245,0,10,41,13950,42581,5914,13784,4842,4561,5869,2665
246,0,14,53,147404,30809,28512,30060,4716,5836,3171,3851
247,0,29,70,86037,201018,76733,78446,111508,73376,10064,2903
248,0,24,60,1009875,137468,17243,14965,10981,3912,3304,1342
249,0,24,70,177058,38545,52160,11728,14342,7383,6920,5735
250,0,26,64,75338,2021,1739,2722,3382,483,390,625
251,0,17,63,1213808,56459,23917,6367,10951,6882,3392,4227
252,0,34,70,157697,42243,10003,19624,11976,9863,9043,9259
253,0,43,61,13646,25491,15048,4055,7845,13200,14572,5950
254,0,53,61,13454,13042,9098,11423,6920,10161,3756,4071
255,0,64,67,8379,14973,14032,14225,4316,13976,1946,5121
256,0,69,81,14145,2724,13772,26128,11438,10298,1516,3875
257,0,63,97,15726,10644,14130,34870,7488,7535,6921,1278
258,0,57,91,277358,58478,20503,10712,6581,13834,4150,1680
259,0,50,84,784062,17380,4929,6952,9643,3101,1438,1381
260,0,41,69,117868,37412,4492,12783,4870,5036,5413,1465
261,0,56,50,25319,10594,4755,3901,2516,16802,3144,1637
262,0,63,43,3020,19510,4418,3246,3836,9923,4256,3473
263,0,64,56,17024,14310,27950,13520,9674,6453,3935,2773
264,0,67,69,25825,13956,5283,28227,4687,6809,2401,3000
265,0,48,67,229278,135412,30159,14216,7315,12828,4215,2496
266,0,29,83,119061,15402,15799,481,2447,1068,929,778
267,0,30,70,574177,20143,6217,7701,3808,5720,2662,3346
268,0,37,66,1772136,11360,4817,17797,7845,8315,8111,41905
269,0,44,74,468545,22171,7911,13852,12850,8887,3951,2911
270,0,54,74,201778,41045,41594,11989,11115,12649,4693,4321
271,0,61,67,17310,13946,2140,8227,10600,7667,2193,1038
272,0,60,56,55430,22617,8854,2538,15236,7645,2205,2667
273,0,48,66,253389,44091,42468,22246,3326,5345,3669,5008
274,0,40,64,31823,22537,13469,8767,2407,2292,1280,1301
275,0,21,66,1409426,283796,55399,54986,14762,12452,7430,8205
276,0,3,63,779992,99059,13812,3737,3242,2473,923,791
277,0,13,56,26947,28693,12013,21198,15758,10906,3759,3173
278,0,16,47,81477,80084,14842,12945,7408,9838,2798,4472
279,0,24,51,52611,44098,10101,27851,12888,7152,3366,5236
280,0,35,70,47602,12837,21340,6287,5570,2809,2504,653
281,0,34,74,3146,24439,24507,5200,5245,7492,5276,2152
282,0,30,78,141790,35211,18990,5790,15246,3971,1587,462
283,0,27,91,134174,20829,56596,24345,8795,5502,3247,3919
284,0,38,84,56127,14455,16607,2860,3593,10010,4513,1569
285,0,37,88,10875,17227,19547,5895,4828,4422,1431,1320
286,0,35,91,235541,75952,39033,21417,11684,7558,2747,1601
287,0,40,77,38417,16712,11342,4828,11624,3639,3451,3650
288,0,30,69,75448,75215,14206,17758,5025,9711,6867,2897
289,0,29,38,28170,86349,1147,3049,8465,9051,3019,3691
290,0,35,37,83687,28411,9025,9471,10554,3959,1793,2569
291,0,34,30,183593,22809,7723,3024,9303,3452,760,331
292,0,50,37,19979,2212,4281,5422,6060,7555,2940,2142
293,0,56,48,20302,35005,1255,5098,2629,9533,1541,1933
294,0,60,56,285798,9875,12025,17467,15486,5266,2965,671
295,0,60,67,3922,29980,26094,6014,3054,7148,1215,1403
296,0,50,63,3695,21773,5398,9370,6957,5782,1604,2683
297,0,54,78,17286,6268,5623,8341,8692,9661,3457,2766
298,0,50,80,128914,6560,9838,2151,1863,1359,372,278
299,0,61,66,16214,12395,779,5986,8456,8575,2350,1641
300,0,57,77,99161,28745,7311,66074,27234,11232,7579,4819
301,0,37,66,1412360,247514,41003,22654,12547,9875,2532,3657
302,0,47,56,11158,14877,3188,8538,4126,5722,3871,1474
303,0,43,61,2705,7022,191,5288,2881,3721,3733,1214
304,0,53,47,2122,15467,3822,3196,6003,7842,4297,1925
305,0,54,63,43001,46206,38232,47904,24783,5421,2647,2885
306,0,53,66,8126,15134,6708,10511,7506,6929,1092,2574
307,0,53,63,77946,9378,2593,4541,8174,5013,1218,3244
308,0,50,66,18152,11549,4247,4612,11809,4838,1351,1503
309,0,54,43,513709,337000,25706,18200,31181,24622,7942,4124
310,0,47,26,1168250,116984,3732,15336,22572,11080,6440,1234
311,51,47,26,787908,42052,14187,11424,18329,20172,4504,3711
312,0,30,26,278848,139992,13467,28406,5757,7814,7111,2054
313,0,16,34,1084753,125490,99648,4937,8712,10147,5177,4009
314,0,26,48,272260,38864,15815,18936,27546,18282,3191,2057
315,51,26,48,1197544,11414,6984,18751,14475,4943,1493,1242
316,26,26,48,1991109,48818,3436,3578,5345,10991,2353,758
317,0,40,48,727876,173113,16979,23945,71725,71232,4495,4414
318,0,37,50,780709,83757,22237,8548,5283,3668,2185,861
319,0,50,38,151087,36055,13372,4769,31939,12083,4028,2032
320,0,38,44,780888,90881,66615,28866,16673,11203,4054,3634
321,0,30,60,97202,32847,15046,6478,3291,8119,1874,1482
322,0,34,51,83860,100035,7557,12806,7365,4616,5567,1229
323,0,21,63,151789,16423,9340,5638,4003,1612,1418,716
324,0,27,61,32784,41850,23015,7930,3260,8506,1952,1634
325,0,23,63,195972,54091,30156,20145,19792,8776,1083,2702
326,0,23,74,68990,41735,11233,18732,13295,2855,2451,4783
327,0,35,69,12904,7383,3300,5491,6977,3066,1198,1289
328,0,34,75,151283,42672,35687,30076,21345,11797,3402,1715
329,0,27,75,84070,36441,13729,13410,9202,3275,2877,1519
330,0,30,77,52545,9131,4088,3008,1228,1038,580,623
331,0,43,70,1599,7034,2534,5460,5014,11545,1976,1584
332,0,38,74,97260,16801,16557,9253,3178,2430,416,446
333,0,47,74,7392,19137,5937,9936,4014,4292,1188,1783
334,0,51,75,22362,15488,7264,7405,2756,3663,1259,2272
335,0,37,90,2739,5896,6314,30784,11896,5362,2211,2926
336,0,50,69,7171,14632,2646,1874,4462,5750,1576,966
337,0,53,70,9420,15451,11048,8085,6071,6910,2443,981
338,0,47,60,240504,20760,1092,4302,826,1475,511,392
339,0,50,41,13746,23704,3247,6234,4993,5876,2660,1971
340,0,51,47,14641,13815,2028,5363,6621,7741,1564,3837
341,0,38,43,53186,6811,1977,2870,1231,455,241,359
342,0,44,66,36200,6225,38911,3687,6758,6038,4278,3236
343,0,54,74,22411,6167,6601,2981,3511,9056,1463,3566
344,0,40,88,63609,12221,13484,5194,1866,1720,562,1107
345,0,57,91,9425,5996,8908,5031,4838,7812,5318,4331
346,0,57,75,18181,28039,8660,8697,4840,5473,1840,1347
347,0,37,81,106328,53481,41133,28178,21896,5076,2546,1000
348,0,53,77,27326,3733,3846,12372,8303,8046,1935,2055
349,0,44,75,78495,34052,15898,33300,45053,12617,5414,3548
350,0,44,87,42715,5105,19704,9210,10642,4322,9139,7600
351,0,60,83,47824,38249,21214,16415,4629,18928,8992,6153
352,0,48,78,7067,24497,9710,5886,1007,3372,3433,3350
353,0,41,91,19435,11191,17393,43147,15003,5603,2264,2045
354,0,35,83,120364,12344,3212,9594,3600,1231,552,1225
355,0,29,84,21765,7255,4097,8632,7028,2794,3183,1348
356,0,27,91,8813,14613,20423,5895,6025,3080,1698,1486
357,0,34,83,91984,28751,32589,12451,15294,10774,4452,2269
358,0,41,78,96310,14344,6092,2998,3187,2938,1081,546
359,0,40,81,22452,25215,12636,20790,3738,6936,3422,1587
360,0,40,56,311827,61245,5380,1706,3445,6556,2210,1883
361,0,44,47,17373,9957,4527,2149,11838,4333,2362,3975
362,0,41,48,257106,8532,3549,3246,3221,1047,402,988
363,0,38,54,23191,10103,12093,30986,7251,3805,2175,2837
364,0,37,80,182696,20457,10711,24468,8449,4197,1228,2601
365,0,29,90,91489,20351,23321,3703,10157,3921,1519,658
366,0,29,93,235806,68285,38568,23566,7607,9156,1689,2650
367,0,29,84,12957,22627,3678,21823,4492,3404,1830,2614
368,0,35,78,3898,14508,2368,11735,6462,3763,1963,2396
369,0,37,67,6590,28864,12714,1245,7312,5385,3317,1743
370,0,44,56,402029,8756,1399,1167,1161,1846,736,346
371,0,48,61,14350,9901,23452,13057,9572,5432,3339,2380
372,0,53,57,4524,8994,3022,3884,3161,4354,4303,2220
373,0,40,61,254941,34416,9070,6310,1923,1156,837,490
374,0,35,74,2764572,18014,3305,15487,6694,3426,2941,2105
375,0,24,69,831547,20733,13642,9860,1801,1561,1360,250
376,0,20,69,719204,19185,9155,7027,13813,4611,590,359
377,0,24,77,765691,52276,35831,12817,5163,3895,2546,2705
378,0,21,80,142082,46426,39154,18330,11681,6669,1904,1744
379,0,29,75,888598,57363,25251,28815,14418,10383,3254,3235
380,0,14,78,35690,8609,5537,178,909,380,177,80
381,0,13,70,577992,136273,17685,42936,12482,6629,3055,2306
382,0,21,78,61216,3955,26178,11767,11212,9028,5587,1046
383,0,23,80,54711,22766,21247,5824,3375,5874,2395,1236
384,0,29,78,25894,10374,3730,2248,1746,859,695,733
385,0,48,83,39642,7829,7674,3983,4886,4711,3236,3161
386,0,53,61,74316,10744,2172,3602,7920,6977,1185,1761
387,0,47,54,292044,77326,24629,10607,5117,6297,4300,1662
388,0,38,40,1335723,395499,25044,22502,12326,9122,5309,9570
389,0,23,34,2000993,58822,9688,12488,3096,3404,643,357
390,0,4,40,790746,182077,20323,65505,15402,12830,1783,3280
391,0,10,40,1185647,78579,13120,31491,5551,13029,4233,2335
392,0,26,51,521562,7483,1941,1407,1628,1603,683,621
393,0,34,57,273187,36173,20182,13069,10070,7065,4292,2753
394,0,43,67,154163,36791,62095,5431,12545,15074,7184,3649
395,0,38,61,780197,46011,4657,9385,6520,3298,839,768
396,0,29,64,1811916,84975,23897,16993,6300,7062,3038,1227
397,0,29,64,1355122,41055,9980,25369,5600,7388,2735,2149
398,0,27,50,393329,61596,13206,7306,6079,9414,2609,2744
399,0,34,61,279071,38933,18379,30478,7762,8300,2194,3550
400,0,43,74,30536,10212,14002,7429,3965,5437,1134,1117
401,0,47,75,23379,17559,11305,15058,5868,6489,4143,1206
402,0,50,83,31487,21493,8112,11053,6401,6626,2244,2974
403,0,48,83,33989,22920,17211,14106,7024,5100,5223,1733
404,0,40,77,366106,54767,22442,22775,15482,6411,2656,3698
405,0,51,63,18623,14431,3639,4650,11596,13473,5548,4402
406,0,48,57,22906,24689,2946,10080,11008,3761,4060,2303
407,0,60,56,30136,10690,6778,11319,4310,11388,2208,5058
408,0,74,57,5636,5649,8847,4171,4710,6021,6029,2142
409,0,51,63,46644,85489,17911,15168,7008,4824,9244,7652
410,0,57,69,16807,5287,4688,13053,18535,5418,1964,4601
411,0,53,69,1903,8959,4526,9340,7745,5227,1709,2333
412,0,43,80,5673,19726,21225,51392,6903,8605,3363,1793
413,0,60,93,3150,3287,20088,17788,11743,11944,2277,3037
414,0,54,91,19196,24584,1827,19616,8177,5765,1649,2459
415,0,56,87,10392,17529,9252,5982,8144,8351,4046,3581
416,0,50,90,18782,20214,82299,8784,6138,4658,4820,3456
417,0,38,83,68383,10796,7116,4776,3115,1722,1656,1118
418,0,44,88,17056,7260,7885,7727,4900,6584,3641,2329
419,0,38,80,4856,31845,2486,6046,7358,4368,1711,1012
420,0,35,61,291510,94275,26102,19431,2234,4539,2086,1329
421,0,50,57,5932,6600,5842,4031,5821,7168,2225,1473
422,0,44,54,24867,23951,13047,10974,3591,6515,2540,831
423,0,48,70,1672,9280,4135,12611,6304,4834,3210,1601
424,0,64,80,5942,5116,11045,5641,6106,4592,1928,1550
425,0,44,87,99574,43835,37024,25900,19161,4977,4277,1128
426,0,43,97,44922,6596,7384,19445,2384,3984,4258,1457
427,0,23,100,198470,110491,50029,86811,30600,4927,2352,3032
428,0,17,96,16328,11889,10632,6541,5937,3247,2191,2121
429,0,20,94,135670,62478,37817,35760,32792,7619,5445,3533
430,0,11,78,192815,62145,28410,11742,18803,4696,10598,2689
431,0,24,75,1540,17948,20377,2766,7604,3810,4524,1635
432,0,27,67,18129,16618,7059,3322,4597,3722,1204,1001
433,0,38,64,4452,15255,4596,8341,6694,4224,4317,1067
434,0,47,64,10598,8508,7211,1866,6324,2158,2619,1645
435,0,47,64,40292,36021,17166,19205,5973,6355,2985,2578
436,0,35,74,85074,54871,21435,32159,6033,4405,1437,2380
437,0,35,75,6332,15745,4736,12234,8108,4146,3841,2330
438,0,24,63,65861,38808,3500,3044,1148,1793,626,534
439,0,30,61,2139,8385,5852,4769,3404,3933,5718,4119
440,0,47,48,28612,12564,2061,3161,5742,4511,1849,1701
